time,dust,R_color_mean,R_color_median,R_color_mode,R_color_std,R_color_cv,R_color_kurtosis,R_color_skewness,R_color_max,R_color_min,R_color_cov_prev,R_texture_energy,R_texture_entropy,R_texture_contrast,R_texture_correlation,R_texture_homogeneity,G_color_mean,G_color_median,G_color_mode,G_color_std,G_color_cv,G_color_kurtosis,G_color_skewness,G_color_max,G_color_min,G_color_cov_prev,G_texture_energy,G_texture_entropy,G_texture_contrast,G_texture_correlation,G_texture_homogeneity,B_color_mean,B_color_median,B_color_mode,B_color_std,B_color_cv,B_color_kurtosis,B_color_skewness,B_color_max,B_color_min,B_color_cov_prev,B_texture_energy,B_texture_entropy,B_texture_contrast,B_texture_correlation,B_texture_homogeneity,Gray_color_mean,Gray_color_median,Gray_color_mode,Gray_color_std,Gray_color_cv,Gray_color_kurtosis,Gray_color_skewness,Gray_color_max,Gray_color_min,Gray_color_cov_prev,Gray_texture_energy,Gray_texture_entropy,Gray_texture_contrast,Gray_texture_correlation,Gray_texture_homogeneity
1557,8.47,0.015790232,0.242892945,-0.119674053,-0.372150923,-0.75294846,-0.568399489,-0.850039198,-0.703888593,0,-0.417651873,-0.237098732,-0.079301716,-1.067217797,0.208089742,0.625730663,0.031597179,0.277662144,-0.114880079,-0.372637642,-0.755550504,-0.509691933,-0.805173097,-0.133624653,0,-0.41970245,-0.464460585,0.151301966,-1.062548371,0.20051205,0.414901805,0.050750895,0.298273277,-0.060578253,-0.363393744,-0.789086873,-0.430473757,-0.685812033,-0.924418588,0,-0.424227051,-0.571044408,0.200917168,-1.076504462,0.186220963,0.350870988,0.029333809,0.288555236,-0.121828648,-0.370813186,-0.756202001,-0.514708501,-0.806315682,-0.434571711,0,-0.419318155,-0.388551693,0.098733256,-1.068514297,0.202085326,0.465571948
1558,8.3,-0.19561501,0.065001811,-0.119674053,-0.593094081,-0.699919063,-0.41786155,-0.705017322,-0.703888593,0,-0.489929011,-0.159462814,-0.111101182,-0.828499847,-0.121357357,0.28611362,-0.169884568,0.056651623,-0.114880079,-0.584693133,-0.705600329,-0.359581732,-0.653716218,-0.133624653,0,-0.490442428,-0.422394262,0.121174169,-0.824813219,-0.107227114,0.12816016,-0.156595586,0.079246905,-0.060578253,-0.59045795,-0.73464141,-0.292374663,-0.525738376,-0.777355814,0,-0.496423792,-0.530470341,0.151603672,-0.825723872,-0.135545586,0.109040645,-0.174934359,0.067522168,-0.121828648,-0.585640578,-0.704110345,-0.361777784,-0.650509845,-0.434571711,0,-0.490195728,-0.336700798,0.058795735,-0.825167599,-0.111184996,0.160662077
1559,7.83,-0.141140229,0.109474594,-0.119674053,-0.536335352,-0.714630411,-0.444249606,-0.730536202,-1.308030298,0,-0.547349744,-0.215492405,0.097745752,-0.616480986,-0.101662969,-0.357820319,-0.117339348,0.100853727,-0.114880079,-0.526850883,-0.716277538,-0.384995296,-0.673662922,-0.133624653,0,-0.544536297,-0.440155021,0.271949129,-0.610107326,-0.083892584,-0.429384284,-0.099862156,0.123052179,-0.060578253,-0.52088545,-0.741630884,-0.315780937,-0.542907624,-0.924418588,0,-0.552280807,-0.571708019,0.316305725,-0.561954207,-0.101825072,-0.4768855,-0.12163395,0.111728781,-0.121828648,-0.527232826,-0.715591002,-0.388044491,-0.672766613,-0.434571711,0,-0.545036766,-0.357940194,0.227980323,-0.606708723,-0.087581013,-0.411998721
1560,8.53,-0.169759613,0.065001811,-0.119674053,-0.566719846,-0.707746819,-0.436413622,-0.71731951,-1.308030298,0,-0.537495644,-0.209128321,0.019359824,-0.606101631,-0.145328895,-0.127011482,-0.146260351,0.100853727,-0.114880079,-0.559722775,-0.711742511,-0.38079482,-0.666181717,-0.133624653,0,-0.535186668,-0.438554175,0.2081528,-0.594135791,-0.130931999,-0.225565316,-0.133244365,0.123052179,-0.060578253,-0.563313957,-0.7393536,-0.311749331,-0.536821025,-1.071481363,0,-0.54193116,-0.569820747,0.246257362,-0.554142521,-0.15917296,-0.263579556,-0.150780364,0.067522168,-0.121828648,-0.560217057,-0.710689351,-0.383266424,-0.664244253,0.789164329,0,-0.535524882,-0.355291649,0.151409523,-0.593730982,-0.134256926,-0.199653736
1561,9.02,-0.172879918,0.065001811,-0.119674053,-0.57116475,-0.708528843,-0.447141203,-0.730974267,-1.308030298,0,-0.550372813,-0.126105686,-0.020582238,-0.649600824,-0.139772448,0.005422438,-0.148677829,0.100853727,-0.114880079,-0.565552162,-0.715190184,-0.384346932,-0.673470491,0.479955076,0,-0.549433126,-0.440718991,0.204569727,-0.628742887,-0.130222763,-0.148380181,-0.129729619,0.123052179,-0.060578253,-0.562895518,-0.744461458,-0.321915015,-0.550618308,-0.777355814,0,-0.557819356,-0.54602959,0.219657241,-0.594457571,-0.149833624,-0.120661024,-0.152798781,0.067522168,-0.121828648,-0.565808571,-0.714512435,-0.389301585,-0.674292244,0.789164329,0,-0.549702566,-0.357102308,0.152270731,-0.625602058,-0.13395479,-0.127297022
1562,8.94,-0.124597029,0.153947378,-0.119674053,-0.52338022,-0.72470283,-0.473659895,-0.757763424,-1.005959446,0,-0.534484588,-0.170135077,0.042078983,-0.458970825,-0.12563606,-0.141948782,-0.108399292,0.145055831,-0.114880079,-0.52702305,-0.730302119,-0.408711608,-0.701245494,-0.133624653,0,-0.5374146,-0.45725746,0.243990003,-0.438648526,-0.125304404,-0.262942521,-0.104707661,0.123052179,-0.060578253,-0.538062346,-0.754406938,-0.325085973,-0.559551362,-0.483230264,0,-0.548215539,-0.561261892,0.2594075,-0.380360397,-0.16324291,-0.291335863,-0.112304628,0.111728781,-0.121828648,-0.525784453,-0.728428775,-0.411935128,-0.699251035,-0.434571711,0,-0.537065953,-0.370580436,0.183965269,-0.437500163,-0.126278885,-0.233858498
1563,9,0.014562889,0.242892945,-0.119674053,-0.37299896,-0.752111567,-0.557314335,-0.827535841,-1.005959446,0,-0.462352465,-0.267704157,0.430999273,0.066541324,-0.062805532,-1.175710912,0.02711239,0.277662144,-0.114880079,-0.375818441,-0.752732905,-0.490394433,-0.768922405,-0.133624653,0,-0.468487893,-0.499139049,0.525176345,0.10800075,-0.059014789,-1.15914658,0.028984348,0.254468002,-0.060578253,-0.383015558,-0.779038192,-0.398896949,-0.628427776,-0.33616749,0,-0.48209278,-0.638248298,0.567680022,0.252785424,-0.095044364,-1.23304008,0.023738742,0.288555236,-0.121828648,-0.374662406,-0.752487602,-0.493871085,-0.768425246,-0.434571711,0,-0.467598965,-0.423653477,0.497050092,0.111509161,-0.059766659,-1.14804056
1564,9.13,-0.127390518,0.109474594,-0.119674053,-0.505938574,-0.696740051,-0.499206226,-0.743072563,-1.005959446,0,-0.455777826,-0.117620645,-0.019939456,-0.982214682,0.032363938,0.02395084,-0.104829658,0.145055831,-0.114880079,-0.501287818,-0.704346065,-0.431852448,-0.681967698,-0.133624653,0,-0.458668,-0.428864452,0.195758026,-0.999964148,0.040842595,-0.118533904,-0.104925444,0.123052179,-0.060578253,-0.508500125,-0.718906352,-0.34396278,-0.537385557,-0.483230264,0,-0.470690303,-0.505453023,0.199082078,-1.036639978,0.014351914,-0.122293047,-0.110732759,0.111728781,-0.121828648,-0.502055343,-0.701486562,-0.434426115,-0.679040969,-0.434571711,0,-0.458541349,-0.34162834,0.135659414,-0.9985098,0.037232166,-0.088822678
1565,8.86,-0.023029804,0.198420161,-0.119674053,-0.394926708,-0.720905695,-0.564587378,-0.803397846,-1.005959446,0,-0.463358926,-0.189561572,0.157264669,-0.636991409,0.079418984,-0.326178755,-0.003275077,0.23346004,-0.114880079,-0.392985423,-0.728237829,-0.495883977,-0.747969225,-0.747204383,0,-0.464575224,-0.455674113,0.323510245,-0.627739503,0.082595858,-0.422817023,0.004118091,0.210662728,-0.060578253,-0.390692624,-0.750574602,-0.399310207,-0.60786364,-0.33616749,0,-0.473107733,-0.563661325,0.363311198,-0.60951981,0.065206146,-0.469552638,-0.007620419,0.244348622,-0.121828648,-0.392503226,-0.726932944,-0.49905865,-0.746713201,-0.434571711,0,-0.464706567,-0.37746025,0.28694189,-0.627371728,0.081398142,-0.400008108
1566,8.95,-0.124882695,0.153947378,-0.119674053,-0.513120646,-0.71051295,-0.492505567,-0.752257276,-1.005959446,0,-0.465718243,-0.179021766,0.272681284,-0.394546055,-0.128648482,-1.059399269,-0.101569244,0.145055831,-0.114880079,-0.506566119,-0.715826676,-0.428235014,-0.69176836,-0.133624653,0,-0.466250805,-0.44538644,0.399166353,-0.370708735,-0.11469221,-1.053108747,-0.100037565,0.123052179,-0.060578253,-0.510325909,-0.728821541,-0.345524635,-0.544106208,-0.04204194,0,-0.473483858,-0.554061065,0.428206771,-0.324927826,-0.138486297,-1.114625292,-0.107380805,0.111728781,-0.121828648,-0.50755857,-0.713561612,-0.430295765,-0.689219366,0.789164329,0,-0.466471155,-0.365027001,0.360640574,-0.370849818,-0.118160646,-1.048313533
1567,8.7,-0.016688787,0.242892945,-0.119674053,-0.406164574,-0.745418114,-0.559232353,-0.825803611,-1.005959446,0,-0.470055485,-0.263142505,0.339389467,-0.136779951,-0.055214837,-0.921033821,0.002725878,0.23346004,-0.114880079,-0.405162182,-0.751366281,-0.494239241,-0.772324898,-0.133624653,0,-0.470893575,-0.483947666,0.45206617,-0.114591321,-0.045670681,-0.926974953,0.007971091,0.210662728,-0.060578253,-0.406329395,-0.774139542,-0.405332303,-0.628076202,-0.04204194,0,-0.479441366,-0.627253982,0.494525753,-0.038811649,-0.066042012,-0.9775273,-0.001869503,0.244348622,-0.121828648,-0.404748719,-0.750096081,-0.497257214,-0.770364915,-0.434571711,0,-0.471141361,-0.411508199,0.422817071,-0.110361978,-0.047703338,-0.919884638
1568,8.74,0.025611952,0.287365729,-0.119674053,-0.360812859,-0.753859839,-0.609946174,-0.869585211,-1.005959446,0,-0.41228743,-0.258647651,0.249744045,-0.173474269,0.008981247,-0.49718047,0.041454474,0.277662144,-0.114880079,-0.365109628,-0.761090175,-0.544101044,-0.82298503,-0.133624653,0,-0.417203387,-0.480875161,0.378438825,-0.162585696,0.012785496,-0.560565541,0.052700923,0.254468002,-0.060578253,-0.361459233,-0.789781625,-0.448694393,-0.683746715,-0.04204194,0,-0.421972299,-0.626093296,0.437735968,-0.109283239,0.001200935,-0.612706407,0.038361975,0.288555236,-0.121828648,-0.362814069,-0.76007091,-0.548201667,-0.821756012,-0.434571711,0,-0.41618514,-0.406518607,0.349483627,-0.159304278,0.013359208,-0.534521832
1569,8.97,-0.025242099,0.242892945,-0.119674053,-0.422632627,-0.753084357,-0.565635917,-0.841013889,-1.005959446,0,-0.417848225,-0.23937166,0.388431319,0.131787862,-0.141784938,-1.146196995,-0.006522482,0.23346004,-0.114880079,-0.421518719,-0.756991046,-0.498524221,-0.785111737,-0.747204383,0,-0.422749082,-0.476961802,0.484797833,0.151226382,-0.12560248,-1.12342112,0.002484555,0.210662728,-0.060578253,-0.418915749,-0.780247387,-0.413518504,-0.639967366,-0.33616749,0,-0.426109463,-0.633147614,0.550214098,0.271319522,-0.143570899,-1.212273387,-0.010463251,0.244348622,-0.121828648,-0.420640756,-0.75618941,-0.503146711,-0.784714574,-0.434571711,0,-0.421555166,-0.400526031,0.45583315,0.157936791,-0.127598703,-1.112956683
1570,9.11,-0.112266381,0.153947378,-0.119674053,-0.529631686,-0.753298415,-0.515844913,-0.816476742,-1.308030298,0,-0.482983545,-0.259543615,0.205384549,-0.029247754,-0.246392073,-0.56259259,-0.092761282,0.145055831,-0.114880079,-0.529642204,-0.757416246,-0.44923596,-0.761182998,0.479955076,0,-0.486217998,-0.471158836,0.346747598,-0.004388228,-0.233244262,-0.624188533,-0.090767256,0.166857454,-0.060578253,-0.540591601,-0.779207611,-0.372229174,-0.614950683,-0.483230264,0,-0.496582096,-0.58379086,0.355384248,0.090987302,-0.268280231,-0.614270871,-0.097751916,0.155935395,-0.121828648,-0.529456329,-0.755576829,-0.452792795,-0.75850106,0.789164329,0,-0.485842641,-0.397111336,0.302181927,0.003130779,-0.237023042,-0.620025565
1571,8.69,0.014116536,0.242892945,-0.119674053,-0.399318648,-0.784855389,-0.592103545,-0.883851469,-0.703888593,0,-0.47481725,-0.282968776,0.000367157,-0.841209114,0.123579145,0.328534561,0.027223886,0.277662144,-0.114880079,-0.401213723,-0.782388324,-0.526338185,-0.828216161,-0.747204383,0,-0.47915299,-0.490315738,0.200622706,-0.845515716,0.121479422,0.154580535,0.027366497,0.254468002,-0.060578253,-0.406565799,-0.803193861,-0.432933412,-0.674692978,-0.483230264,0,-0.492143897,-0.610329266,0.236916229,-0.846438386,0.094072207,0.133851741,0.023547758,0.288555236,-0.121828648,-0.399693827,-0.781654182,-0.528966938,-0.824728962,-0.434571711,0,-0.478534147,-0.419382726,0.149661887,-0.847906401,0.121953964,0.186010259
1572,8.57,-0.153843008,0.109474594,-0.119674053,-0.554492925,-0.717908528,-0.51026131,-0.780483778,-0.703888593,0,-0.483832313,-0.158872972,0.060769265,-0.579989975,-0.13568394,-0.329175495,-0.132510941,0.100853727,-0.114880079,-0.5504005,-0.721700781,-0.449980343,-0.727071322,-0.747204383,0,-0.48661898,-0.418311117,0.233649681,-0.583797369,-0.121095281,-0.404013486,-0.133832264,0.123052179,-0.060578253,-0.561769012,-0.736553888,-0.358044635,-0.563718858,-0.630293039,0,-0.49996541,-0.533579366,0.263199092,-0.56529394,-0.154662265,-0.457861464,-0.138274595,0.111728781,-0.121828648,-0.551009703,-0.719000452,-0.450738752,-0.72119344,-0.434571711,0,-0.486301257,-0.337736121,0.177267754,-0.585614403,-0.123970311,-0.38282487
1573,8.67,-0.012055049,0.242892945,-0.119674053,-0.417069335,-0.766713103,-0.605938467,-0.889709822,-0.703888593,0,-0.490116975,-0.282267106,0.336401719,-0.156094382,-0.06423073,-0.907098379,0.003555221,0.23346004,-0.114880079,-0.41770256,-0.767276914,-0.538025677,-0.835936218,-0.133624653,0,-0.492443612,-0.475511333,0.440372548,-0.150707917,-0.05302123,-0.914628522,0.003721122,0.254468002,-0.060578253,-0.42542091,-0.789500504,-0.438575492,-0.675783863,-0.630293039,0,-0.506729212,-0.626870863,0.485446434,-0.055272029,-0.086239241,-0.968410292,-0.000716744,0.244348622,-0.121828648,-0.416711418,-0.766015602,-0.541597768,-0.83295077,-0.434571711,0,-0.492336504,-0.410180477,0.411825789,-0.14556217,-0.054619482,-0.913461884
1574,8.8,-0.184667716,0.065001811,-0.119674053,-0.604306027,-0.733864485,-0.479595135,-0.78929351,-1.005959446,0,-0.509554113,-0.173573693,0.069471086,-0.285647397,-0.285434264,-0.436082524,-0.159861488,0.100853727,-0.114880079,-0.595498246,-0.734946907,-0.420674618,-0.73253099,0.479955076,0,-0.510051097,-0.427015045,0.252846555,-0.282459687,-0.257747678,-0.498527589,-0.151170805,0.079246905,-0.060578253,-0.596365647,-0.750553283,-0.347736901,-0.576170431,-0.483230264,0,-0.520407288,-0.559593556,0.291865713,-0.228386315,-0.276928533,-0.54777896,-0.165191365,0.067522168,-0.121828648,-0.59645858,-0.73346173,-0.424049062,-0.730614839,0.789164329,0,-0.510064649,-0.348347284,0.200162322,-0.28139926,-0.262091094,-0.475811384
1575,8.2,-0.038378818,0.198420161,-0.119674053,-0.445155622,-0.761365452,-0.610093244,-0.892494402,-1.005959446,0,-0.519848651,-0.251245199,0.25649181,-0.190430002,-0.091476182,-0.763301597,-0.020788761,0.23346004,-0.114880079,-0.446204691,-0.765100733,-0.544093755,-0.847307596,0.479955076,0,-0.520587724,-0.465632601,0.396531359,-0.179616126,-0.081942002,-0.788590782,-0.019458386,0.210662728,-0.060578253,-0.458878064,-0.793024977,-0.446573785,-0.692020532,-0.630293039,0,-0.532984342,-0.617908094,0.434588512,-0.101058578,-0.118948622,-0.83865409,-0.025362544,0.244348622,-0.121828648,-0.445948872,-0.764158634,-0.54720324,-0.843666172,0.789164329,0,-0.520863194,-0.39838952,0.356364597,-0.176669819,-0.084114743,-0.783965749
1576,7.93,0.017061615,0.287365729,-0.119674053,-0.393824258,-0.782437384,-0.649734826,-0.94415531,-0.703888593,0,-0.439493132,-0.268630192,0.15680186,-0.313440372,0.002632355,-0.231158291,0.031616109,0.277662144,-0.114880079,-0.396744233,-0.783528701,-0.582498481,-0.897891522,-0.133624653,0,-0.444698291,-0.472782876,0.319842292,-0.298050583,0.005149862,-0.325512628,0.040143587,0.254468002,-0.060578253,-0.399931057,-0.814475152,-0.487352985,-0.749208659,-0.630293039,0,-0.456983124,-0.620720847,0.367391757,-0.247905583,-0.016949,-0.364098308,0.028559753,0.288555236,-0.121828648,-0.395309901,-0.783828781,-0.58813187,-0.89752237,-0.434571711,0,-0.444077341,-0.404947595,0.284622574,-0.29916966,0.005504049,-0.300877167
1577,8.38,-0.110042523,0.153947378,-0.119674053,-0.533674501,-0.762303954,-0.556013601,-0.868234835,-1.005959446,0,-0.473416903,-0.223057207,0.20413547,-0.153540475,-0.219589372,-0.773739175,-0.088967738,0.145055831,-0.114880079,-0.52725736,-0.760276371,-0.494353503,-0.813228714,-0.133624653,0,-0.475738804,-0.448852846,0.359796394,-0.13454886,-0.198711449,-0.790088876,-0.080677799,0.166857454,-0.060578253,-0.53071958,-0.783201103,-0.410549017,-0.656989996,0.105020834,0,-0.485037614,-0.60180036,0.406163861,-0.05371301,-0.22354598,-0.853420278,-0.093494067,0.155935395,-0.121828648,-0.527759874,-0.760051659,-0.49815267,-0.811890472,-0.434571711,0,-0.475430073,-0.377173936,0.316933574,-0.133631773,-0.201877107,-0.780809037
1578,8.16,0.000300936,0.242892945,-0.119674053,-0.432753074,-0.806047291,-0.616445178,-0.945752083,-1.005959446,0,-0.488676175,-0.254741753,-0.137744058,-0.946505854,0.110748087,0.755031124,0.013313528,0.277662144,-0.114880079,-0.435814055,-0.802620818,-0.551976731,-0.895349488,-0.133624653,0,-0.490999493,-0.472474624,0.109958757,-0.940674151,0.103678252,0.525936275,0.044514109,0.298273277,-0.060578253,-0.427597501,-0.85183659,-0.468362327,-0.758776742,-0.777355814,0,-0.496443998,-0.64454219,0.185911584,-0.887425697,0.078391149,0.488166319,0.012885569,0.288555236,-0.121828648,-0.43341129,-0.805811326,-0.558321551,-0.898933739,0.789164329,0,-0.490308584,-0.404754001,0.066458918,-0.937598837,0.103766316,0.562889278
1579,8.33,-0.118126017,0.153947378,-0.119674053,-0.554962832,-0.77748848,-0.550716802,-0.886174965,-1.308030298,0,-0.4954582,-0.223526616,0.081766524,-0.608153126,-0.128985354,-0.319541129,-0.099628107,0.145055831,-0.114880079,-0.551359379,-0.773434119,-0.487294554,-0.827983295,-0.747204383,0,-0.498952048,-0.448174191,0.272278017,-0.589594218,-0.121080459,-0.416032511,-0.077488166,0.166857454,-0.060578253,-0.555742563,-0.817551916,-0.404906065,-0.68055861,-0.630293039,0,-0.504740667,-0.62381131,0.338022566,-0.503326749,-0.160261917,-0.469629447,-0.102279049,0.155935395,-0.121828648,-0.551271691,-0.775512514,-0.492350921,-0.829924094,-0.434571711,0,-0.498069717,-0.372087125,0.220203886,-0.582854075,-0.125122848,-0.403870213
1580,8.39,-0.04807743,0.198420161,-0.119674053,-0.480942159,-0.792425999,-0.590364608,-0.925427697,-1.308030298,0,-0.513356051,-0.286047204,0.3391544,-0.019224185,-0.181760425,-1.090827513,-0.029908028,0.23346004,-0.114880079,-0.477612485,-0.788878127,-0.528200679,-0.873558004,-0.133624653,0,-0.514520943,-0.470956802,0.450307184,0.015392052,-0.167522073,-1.084278687,-0.019154705,0.210662728,-0.060578253,-0.489165673,-0.828267397,-0.43849379,-0.718590226,-0.777355814,0,-0.527832188,-0.660000646,0.533543956,0.186535349,-0.218136784,-1.172102109,-0.033527478,0.244348622,-0.121828648,-0.478038378,-0.790469318,-0.532266051,-0.873403773,-0.434571711,0,-0.514652154,-0.404138149,0.415370529,0.027438476,-0.172831733,-1.083345302
1581,8.27,0.027088487,0.287365729,-0.119674053,-0.393479813,-0.797464689,-0.662293421,-0.977039946,-1.308030298,0,-0.453318092,-0.275994803,0.259352261,-0.155378317,-0.035094792,-0.615987006,0.04295046,0.277662144,-0.114880079,-0.396830014,-0.799869812,-0.595710293,-0.935569361,-0.133624653,0,-0.457025635,-0.468073832,0.391794336,-0.127432361,-0.032819709,-0.670036202,0.05829364,0.298273277,-0.060578253,-0.406546388,-0.848177222,-0.504339654,-0.799420737,-0.630293039,0,-0.471702656,-0.665301733,0.480339201,-0.000359129,-0.074062242,-0.753060552,0.040407495,0.288555236,-0.121828648,-0.395475705,-0.801245705,-0.601748017,-0.937030701,-0.434571711,0,-0.456702747,-0.397458029,0.363134763,-0.116332843,-0.035188472,-0.662182556
1582,8.77,-0.063079394,0.198420161,-0.119674053,-0.490239449,-0.780726158,-0.60498596,-0.925847991,-1.308030298,0,-0.456999885,-0.252446651,0.242289699,-0.206063353,-0.146686874,-0.826571524,-0.04292308,0.23346004,-0.114880079,-0.488821969,-0.783007889,-0.541313769,-0.881102404,-0.133624653,0,-0.461410622,-0.451803825,0.380994299,-0.17563432,-0.137653275,-0.844207501,-0.026670597,0.210662728,-0.060578253,-0.496169635,-0.825101659,-0.452747495,-0.737431199,-0.483230264,0,-0.474393345,-0.635038509,0.456625898,-0.04812873,-0.178355928,-0.918585309,-0.046501378,0.200142009,-0.121828648,-0.488699762,-0.783891688,-0.54632899,-0.881600616,-0.434571711,0,-0.460879185,-0.377209075,0.340896442,-0.166307373,-0.141728152,-0.83441734
1583,8.42,0.029552016,0.287365729,-0.119674053,-0.395677926,-0.804024737,-0.672338547,-0.99319052,-1.005959446,0,-0.457871855,-0.288906811,0.152198246,-0.275649914,-0.008803811,-0.190826685,0.045905238,0.277662144,-0.114880079,-0.399345944,-0.806982995,-0.606124393,-0.954978815,-0.133624653,0,-0.46240473,-0.476444277,0.312757387,-0.247869849,-0.009153983,-0.283467408,0.065488687,0.298273277,-0.060578253,-0.404909562,-0.856674757,-0.512919448,-0.822267377,-0.33616749,0,-0.473870364,-0.670606356,0.392404462,-0.139195424,-0.044515118,-0.352342107,0.043637565,0.288555236,-0.121828648,-0.397615828,-0.808413551,-0.612653833,-0.957115212,-0.434571711,0,-0.461742448,-0.406244535,0.269715551,-0.240374649,-0.010337626,-0.26025811
1584,8.38,-0.098395263,0.153947378,-0.119674053,-0.534651012,-0.782486876,-0.581040925,-0.916779731,-1.308030298,0,-0.474660633,-0.254099743,0.204870842,-0.117806458,-0.230397448,-0.727891004,-0.076117054,0.189257936,-0.114880079,-0.531894463,-0.785264955,-0.518999594,-0.874653334,-0.747204383,0,-0.478659425,-0.456974122,0.355650028,-0.094709347,-0.214726903,-0.762420426,-0.063815802,0.166857454,-0.060578253,-0.545532202,-0.826416899,-0.434748647,-0.73050079,-0.189104715,0,-0.492894062,-0.6415955,0.424083065,0.044071292,-0.265144372,-0.830991994,-0.080526944,0.200142009,-0.121828648,-0.532124135,-0.785256266,-0.523780273,-0.87365571,-0.434571711,0,-0.478146524,-0.381427889,0.304674835,-0.084765058,-0.219706061,-0.74642053
1585,8.46,-0.109956143,0.153947378,-0.119674053,-0.543223486,-0.775141037,-0.598402835,-0.922935628,-0.703888593,0,-0.529216568,-0.17771856,-0.165098382,-1.289123043,0.066297292,0.440919349,-0.08917647,0.145055831,-0.114880079,-0.543062204,-0.779152375,-0.537637777,-0.883332024,-0.133624653,0,-0.531840382,-0.427018605,0.081074361,-1.29604096,0.061166348,0.259013268,-0.085700766,0.166857454,-0.060578253,-0.560410636,-0.810450571,-0.445608568,-0.730237344,-0.33616749,0,-0.551006598,-0.555694363,0.12234441,-1.354379942,0.019317041,0.231184384,-0.094290124,0.155935395,-0.121828648,-0.542964954,-0.777541808,-0.5405198,-0.878670971,0.789164329,0,-0.531892918,-0.343761822,0.010922072,-1.301168331,0.059868762,0.297259304
1586,7.96,-0.141526898,0.109474594,-0.119674053,-0.577818923,-0.769803085,-0.578883109,-0.909934471,-1.005959446,0,-0.543097978,-0.193923641,0.084339652,-0.684010658,-0.139794984,-0.495199513,-0.118202048,0.100853727,-0.114880079,-0.574677641,-0.773685554,-0.519066172,-0.868553355,-0.747204383,0,-0.545616,-0.428862214,0.254938649,-0.670081174,-0.132440498,-0.546172219,-0.114310967,0.123052179,-0.060578253,-0.589942772,-0.801176442,-0.431468941,-0.712524296,-0.777355814,0,-0.565313766,-0.568841224,0.303694856,-0.627572932,-0.179074925,-0.593557424,-0.123772327,0.111728781,-0.121828648,-0.575094752,-0.771825503,-0.522377573,-0.864689649,-0.434571711,0,-0.545753024,-0.348111194,0.196399176,-0.666765083,-0.136497152,-0.532114671
1587,8.55,0.032227242,0.287365729,-0.119674053,-0.394401945,-0.806511505,-0.668310823,-0.990618309,-1.005959446,0,-0.491258979,-0.265063017,0.271077492,-0.137482521,-0.04060131,-0.637625202,0.051426851,0.277662144,-0.114880079,-0.399122318,-0.814565056,-0.603723287,-0.958651272,-0.133624653,0,-0.495437627,-0.504472106,0.42276776,-0.095743049,-0.042663198,-0.692376155,0.055438894,0.298273277,-0.060578253,-0.407786883,-0.845451723,-0.517303384,-0.826403766,-0.189104715,0,-0.511914422,-0.608512483,0.457089102,0.023451313,-0.080345107,-0.730947742,0.047266415,0.288555236,-0.121828648,-0.397449812,-0.813448569,-0.610895382,-0.957983878,-0.434571711,0,-0.495011411,-0.436784712,0.379117876,-0.091342506,-0.043158406,-0.679612663
1588,8.23,-0.13509525,0.109474594,-0.119674053,-0.583559636,-0.7880663,-0.572704971,-0.922345753,-0.703888593,0,-0.493299614,-0.188021346,0.055485637,-0.322330471,-0.245449452,-0.305017268,-0.109765769,0.100853727,-0.114880079,-0.5817053,-0.795140183,-0.509677621,-0.883840405,-0.133624653,0,-0.49796351,-0.464404993,0.258707053,-0.286737235,-0.237200871,-0.39930445,-0.105522294,0.123052179,-0.060578253,-0.59441783,-0.820163844,-0.441988331,-0.747832769,-0.189104715,0,-0.513130412,-0.553343841,0.279564147,-0.209052254,-0.27861975,-0.426162185,-0.115587818,0.111728781,-0.121828648,-0.58170977,-0.792708668,-0.516642192,-0.881289295,-0.434571711,0,-0.497395236,-0.389636296,0.202563991,-0.286003424,-0.240000184,-0.382329126
1589,8.43,-0.027094251,0.242892945,-0.119674053,-0.457900952,-0.79563295,-0.631179969,-0.958999713,-0.703888593,0,-0.515462413,-0.24736679,0.333355525,0.107864879,-0.182732769,-1.050397113,-0.00569956,0.23346004,-0.114880079,-0.458305436,-0.801457157,-0.568232382,-0.921694144,-0.133624653,0,-0.518621149,-0.483634858,0.460145016,0.154426848,-0.174204557,-1.043136704,-0.002232432,0.210662728,-0.060578253,-0.466157863,-0.827068765,-0.484542286,-0.781453817,-0.04204194,0,-0.533662346,-0.593158415,0.50036976,0.312889529,-0.213602429,-1.11412449,-0.010474461,0.244348622,-0.121828648,-0.457472169,-0.800063636,-0.574914639,-0.920581369,-0.434571711,0,-0.518334718,-0.413980319,0.419655631,0.157714754,-0.175655228,-1.03470875
1590,7.93,-0.085240094,0.153947378,-0.119674053,-0.532236525,-0.800438999,-0.590857534,-0.944026381,-0.401817741,0,-0.496462224,-0.250388696,0.303827688,0.173121312,-0.303229036,-1.070797576,-0.062142066,0.189257936,-0.114880079,-0.529979919,-0.803797091,-0.531432336,-0.902794411,-0.133624653,0,-0.49948551,-0.48733393,0.435301091,0.223215616,-0.288603479,-1.046250288,-0.059009057,0.166857454,-0.060578253,-0.538481594,-0.825470812,-0.455958732,-0.759717039,0.105020834,0,-0.51272955,-0.598552591,0.47208372,0.390099738,-0.329890676,-1.115731248,-0.067352273,0.200142009,-0.121828648,-0.529743604,-0.802303709,-0.537691204,-0.901242359,-0.434571711,0,-0.499106361,-0.417875637,0.39201447,0.226287833,-0.291174602,-1.041727797
