time,dust,R_color_mean,R_color_median,R_color_mode,R_color_std,R_color_cv,R_color_kurtosis,R_color_skewness,R_color_max,R_color_min,R_color_cov_prev,R_texture_energy,R_texture_entropy,R_texture_contrast,R_texture_correlation,R_texture_homogeneity,G_color_mean,G_color_median,G_color_mode,G_color_std,G_color_cv,G_color_kurtosis,G_color_skewness,G_color_max,G_color_min,G_color_cov_prev,G_texture_energy,G_texture_entropy,G_texture_contrast,G_texture_correlation,G_texture_homogeneity,B_color_mean,B_color_median,B_color_mode,B_color_std,B_color_cv,B_color_kurtosis,B_color_skewness,B_color_max,B_color_min,B_color_cov_prev,B_texture_energy,B_texture_entropy,B_texture_contrast,B_texture_correlation,B_texture_homogeneity,Gray_color_mean,Gray_color_median,Gray_color_mode,Gray_color_std,Gray_color_cv,Gray_color_kurtosis,Gray_color_skewness,Gray_color_max,Gray_color_min,Gray_color_cov_prev,Gray_texture_energy,Gray_texture_entropy,Gray_texture_contrast,Gray_texture_correlation,Gray_texture_homogeneity
260,1.69,-1.345869639,-1.402600047,-0.119674053,-1.019668469,1.783400367,1.89836547,1.762383425,1.410607375,0,-0.878685283,1.968443092,-1.894999488,0.646880623,-1.373202754,1.83757771,-1.348005977,-1.446219922,-0.114880079,-1.037774331,1.783621597,1.778161895,1.703122783,1.093534806,0,-0.89443518,1.864350639,-1.884161774,0.618608528,-1.359902393,1.878109672,-1.318105931,-1.4539377,-0.060578253,-1.098763782,1.741758,1.736271128,1.616794816,2.16389968,0,-0.948265952,1.989107627,-1.956952003,0.252574789,-1.361923694,1.944752893,-1.344718347,-1.435502696,-0.121828648,-1.041007738,1.785296856,1.799920523,1.717373592,2.012900369,0,-0.896241465,1.798413058,-1.870018437,0.585508736,-1.362551113,1.875231073
261,1.03,-1.386384626,-1.447072831,-0.119674053,-1.089504671,1.805987453,2.108192956,1.823612388,1.410607375,0,-0.878655911,1.862950616,-1.792227445,1.258868049,-1.785071999,1.329179323,-1.392974616,-1.490422027,-0.114880079,-1.101705384,1.855943395,2.011230308,1.798624955,0.479955076,0,-0.890867122,1.901975443,-1.849856315,1.234929137,-1.745049493,1.484028954,-1.355006418,-1.4539377,-0.060578253,-1.143868154,1.829941589,1.896244537,1.707668204,2.310962455,0,-0.936124658,1.936069817,-1.887050606,0.916457084,-1.696079598,1.518607821,-1.388207918,-1.47970931,-0.121828648,-1.105244229,1.849128659,2.029505917,1.808101013,0.789164329,0,-0.892812635,1.79936689,-1.809349111,1.20660497,-1.751299171,1.463217706
262,1.7,-1.349238116,-1.402600047,-0.119674053,-1.036269933,1.758433662,1.961732351,1.748744311,1.410607375,0,-0.881527034,1.794926977,-1.634624322,1.739284251,-1.8139513,1.013084886,-1.357419705,-1.446219922,-0.114880079,-1.043519882,1.816778879,1.880738485,1.743009128,1.707114535,0,-0.890072401,1.884445521,-1.746470622,1.710670926,-1.747248747,1.220176081,-1.322275915,-1.4539377,-0.060578253,-1.077151003,1.815479927,1.81167943,1.685634884,2.458025229,0,-0.926995903,1.843367537,-1.73875402,1.424764624,-1.672856793,1.221924438,-1.352601616,-1.435502696,-0.121828648,-1.047434124,1.809247456,1.899307901,1.750494425,0.789164329,0,-0.892325831,1.782583769,-1.690851785,1.686545648,-1.755457958,1.188897014
263,1.4,-1.426675926,-1.491545615,-0.119674053,-1.150543927,1.851866673,2.335391629,1.902314652,1.410607375,0,-0.899996659,1.889661838,-1.794901629,1.693620219,-2.137230765,1.155031102,-1.432411634,-1.490422027,-0.114880079,-1.153929104,1.933649615,2.255988487,1.909815784,1.093534806,0,-0.90567743,1.98650554,-1.893069879,1.664782204,-2.058044068,1.376359798,-1.393220829,-1.497742975,-0.060578253,-1.186543583,1.93762969,2.112608631,1.83870769,2.605088004,0,-0.939955861,1.927348021,-1.883042284,1.331342815,-1.960090168,1.3823036,-1.427862431,-1.47970931,-0.121828648,-1.158633379,1.924722331,2.278819901,1.919154083,-0.434571711,0,-0.908265683,1.877919695,-1.838072476,1.634097077,-2.068160487,1.339263965
264,1.04,-1.461803647,-1.536018398,-0.119674053,-1.186057249,1.941855902,2.495142983,1.989013596,1.712678227,0,-0.94426479,1.999309331,-1.967543318,1.666705687,-2.241027774,1.550482917,-1.464309515,-1.534624131,-0.114880079,-1.195215084,2.002822516,2.397349733,1.972636377,1.707114535,0,-0.950130757,2.057298705,-2.024662878,1.636009742,-2.180218971,1.712570629,-1.430289005,-1.541548249,-0.060578253,-1.247838813,1.996869963,2.255813399,1.885611742,2.605088004,0,-0.990177441,2.169261089,-2.089217185,1.269726126,-2.133941592,1.771963846,-1.460591769,-1.523915924,-0.121828648,-1.19966638,1.999000646,2.418392509,1.98360782,2.012900369,0,-0.952796055,1.975993899,-1.992761895,1.604818147,-2.190098771,1.694689611
265,1.48,-1.46700149,-1.536018398,-0.119674053,-1.180043482,1.986063018,2.499115672,2.022023717,1.712678227,0,-0.952863289,2.08048048,-2.07731854,1.443973725,-2.130671279,1.950429287,-1.464937964,-1.534624131,-0.114880079,-1.186244468,2.0299992,2.364640936,1.984856371,0.479955076,0,-0.959369493,2.064414132,-2.062854949,1.445367276,-2.078095727,1.94122824,-1.431136486,-1.541548249,-0.060578253,-1.237202582,2.030010713,2.226238462,1.889962971,2.458025229,0,-1.004737281,2.249495871,-2.180344118,1.07403645,-2.030117591,2.170630119,-1.462171669,-1.523915924,-0.121828648,-1.191437194,2.029853953,2.393780153,2.000056475,0.789164329,0,-0.962143915,2.011065359,-2.049358389,1.413714051,-2.089829696,1.929786454
266,1.67,-1.404607898,-1.491545615,-0.119674053,-1.091704355,1.892012857,2.121327656,1.869845799,1.410607375,0,-0.926569973,1.984554443,-2.251821308,-0.298312135,-1.198518651,2.808685899,-1.421125151,-1.490422027,-0.114880079,-1.117090161,1.966504297,2.091588702,1.875361176,1.093534806,0,-0.937855628,2.062047598,-2.237714794,-0.374285176,-1.207973786,2.733596897,-1.37845413,-1.497742975,-0.060578253,-1.15233216,1.939732588,1.962839952,1.779134607,2.310962455,0,-0.97832992,2.074131601,-2.262751654,-0.862793727,-1.133574168,2.817808145,-1.414268651,-1.47970931,-0.121828648,-1.118003868,1.955337619,2.094007053,1.87667791,0.789164329,0,-0.939673115,1.953210304,-2.189357309,-0.410472298,-1.20415463,2.736349572
267,1.67,-1.377383856,-1.447072831,-0.119674053,-1.0469232,1.869391126,1.999555807,1.827485662,1.108536522,0,-0.884648924,1.946757008,-2.049903939,0.257940463,-1.298215301,2.220941448,-1.389998238,-1.490422027,-0.114880079,-1.06326453,1.935723565,1.922689289,1.812976356,2.320694264,0,-0.899914383,2.027088397,-2.072449275,0.195131665,-1.277444534,2.223055044,-1.354801199,-1.497742975,-0.060578253,-1.107989217,1.917225581,1.858627091,1.738547405,2.016836905,0,-0.938106504,1.982901749,-2.071625872,-0.233013621,-1.230549023,2.281864858,-1.384502942,-1.47970931,-0.121828648,-1.065756945,1.928415747,1.934399631,1.818929206,0.789164329,0,-0.900934215,1.945377287,-2.030338845,0.164129222,-1.279061255,2.216426419
268,1.16,-1.494139238,-1.536018398,-0.119674053,-1.248346645,1.947285209,2.70270001,2.072171684,1.410607375,0,-0.934687808,1.980796012,-2.171956747,0.690979836,-2.035282861,2.125377853,-1.501245579,-1.534624131,-0.114880079,-1.258432611,2.045864992,2.636818,2.079491888,1.093534806,0,-0.944623543,2.09897217,-2.192729712,0.643617495,-1.996009687,2.18297177,-1.47022597,-1.585353524,-0.060578253,-1.309694034,2.076814693,2.474580129,2.010655499,2.310962455,0,-0.988057442,2.165983163,-2.257364597,0.184348851,-1.939915622,2.291465984,-1.497218991,-1.523915924,-0.121828648,-1.262936551,2.039594091,2.654035101,2.089148576,0.789164329,0,-0.946678987,2.010493388,-2.159665938,0.608674602,-2.004787708,2.182025121
269,1.5,-1.481625117,-1.536018398,-0.119674053,-1.222664817,1.949461349,2.61779908,2.046133423,1.108536522,0,-0.982688716,1.962735724,-2.018025251,0.952104971,-2.063764676,1.641629876,-1.486207248,-1.534624131,-0.114880079,-1.224468878,2.050076224,2.525814826,2.051925342,1.707114535,0,-0.988004368,2.084618699,-2.081597282,0.905838697,-1.991450155,1.773877279,-1.458238549,-1.585353524,-0.060578253,-1.272062339,2.103738553,2.373767977,1.988828001,2.16389968,0,-1.031795443,2.188249196,-2.161355711,0.453274338,-1.918990401,1.885725442,-1.48281577,-1.523915924,-0.121828648,-1.230175723,2.044664835,2.549616734,2.063424894,0.789164329,0,-0.990880399,2.001457051,-2.048584071,0.863353144,-2.000749038,1.769966584
270,1.73,-1.505989185,-1.536018398,-0.119674053,-1.262557257,1.973365593,2.819580038,2.116295095,1.108536522,0,-0.986912222,1.948576778,-2.096261726,1.084716556,-2.251975922,1.829156999,-1.510660224,-1.534624131,-0.114880079,-1.265147338,2.08304847,2.726142939,2.124586911,1.707114535,0,-0.990011766,2.113752656,-2.15090858,1.035765626,-2.177052659,1.947226799,-1.485009422,-1.585353524,-0.060578253,-1.320704959,2.140940525,2.562525447,2.064428124,2.16389968,0,-1.035185522,2.203126864,-2.232184427,0.572384602,-2.121940774,2.050215231,-1.507579774,-1.523915924,-0.121828648,-1.271020392,2.078708792,2.751709002,2.137278966,0.789164329,0,-0.99328816,2.037058085,-2.128950346,0.993194802,-2.187951949,1.947797184
271,1.88,-1.455469941,-1.536018398,-0.119674053,-1.177086109,1.932163097,2.513601882,2.017979519,1.712678227,0,-0.973959431,1.83623942,-1.879519124,1.407923956,-2.106612901,1.381169189,-1.462843467,-1.534624131,-0.114880079,-1.174741635,2.048412724,2.416653023,2.029116639,1.707114535,0,-0.975945372,2.077076726,-2.007031572,1.357726974,-2.008339711,1.577236666,-1.438703703,-1.585353524,-0.060578253,-1.214533741,2.136255905,2.289596291,1.984506124,2.16389968,0,-1.018991818,2.153360459,-2.073759493,0.907217951,-1.900866082,1.655960125,-1.45937493,-1.523915924,-0.121828648,-1.180609772,2.042695935,2.441860191,2.040254473,0.789164329,0,-0.979312287,1.978785258,-1.964933963,1.319326269,-2.019303302,1.56036975
272,2.17,-1.484575042,-1.580491182,-0.119674053,-1.159609055,2.138434326,2.648346509,2.200339339,1.410607375,0,-0.94892017,1.88085716,-1.962272958,1.082983067,-1.921339474,1.450309311,-1.490151734,-1.578826235,-0.114880079,-1.171706755,2.215013125,2.410418631,2.116826916,1.093534806,0,-0.954444016,2.166576714,-2.101965585,1.010990362,-1.868051655,1.681841401,-1.458969091,-1.585353524,-0.060578253,-1.244731746,2.182271077,2.165620188,1.932030423,2.458025229,0,-1.002902181,2.169109433,-2.14252142,0.56086941,-1.872322269,1.722060236,-1.486636189,-1.568122537,-0.121828648,-1.176651969,2.212361173,2.442164254,2.133627607,0.789164329,0,-0.95746852,2.063889525,-2.054755018,0.973345296,-1.875952992,1.653783399
273,2.15,-1.511998201,-1.580491182,-0.119674053,-1.162565663,2.287049764,2.734472062,2.315082849,1.108536522,0,-0.94429932,2.222132613,-2.574911385,-1.249331019,-0.994171348,3.161142304,-1.512414311,-1.578826235,-0.114880079,-1.183629693,2.317270611,2.448869773,2.204685323,1.093534806,0,-0.956540105,2.185979458,-2.459625798,-1.366697483,-0.99982833,3.07740914,-1.475247377,-1.585353524,-0.060578253,-1.259633105,2.246232462,2.092482672,1.923404446,2.310962455,0,-1.014969259,2.354161016,-2.579312052,-1.965520357,-1.012099638,3.163898479,-1.509398005,-1.568122537,-0.121828648,-1.187662559,2.32061518,2.478953695,2.221615927,0.789164329,0,-0.958972186,2.14059319,-2.467167284,-1.412111456,-1.000191661,3.100020108
274,1.67,-1.451993745,-1.491545615,-0.119674053,-1.089556587,2.147806436,2.372068911,2.14846345,1.410607375,0,-0.922399541,2.122538939,-2.253761691,-0.293668502,-1.194936034,2.481243972,-1.453419815,-1.534624131,-0.114880079,-1.113968377,2.153987201,2.119122825,2.028699513,1.707114535,0,-0.938402784,2.067494591,-2.184685261,-0.343771373,-1.211200299,2.423457016,-1.422883976,-1.541548249,-0.060578253,-1.202944714,2.070154361,1.893740567,1.790184145,1.428585806,0,-1.001998998,2.234219125,-2.291936046,-0.783438484,-1.28575791,2.520105924,-1.450526873,-1.523915924,-0.121828648,-1.11774059,2.158309295,2.148661741,2.046935074,0.789164329,0,-0.940636743,1.992957944,-2.165254923,-0.380645364,-1.214137083,2.434556612
275,2.1,-1.381601593,-1.447072831,-0.119674053,-1.040237998,1.907436464,2.11854028,1.945868678,1.410607375,0,-0.885499167,1.807665422,-1.856982229,0.557026974,-1.39156675,1.724242449,-1.392672817,-1.490422027,-0.114880079,-1.064053325,1.947829656,1.991292962,1.894700173,1.707114535,0,-0.902915509,1.862700361,-1.889504209,0.524142806,-1.393506026,1.795392552,-1.36328652,-1.497742975,-0.060578253,-1.124037251,1.92484573,1.880810328,1.76561452,1.281523032,0,-0.961895842,1.913161102,-1.953603196,0.179604894,-1.403024048,1.862611926,-1.387832978,-1.47970931,-0.121828648,-1.065964045,1.945473362,2.007232912,1.905197285,0.789164329,0,-0.904547164,1.761919073,-1.847821839,0.491314649,-1.393106244,1.789334012
276,2.1,-1.457121107,-1.491545615,-0.119674053,-1.165794678,1.971275405,2.535694104,2.092120055,1.712678227,0,-0.906643662,1.880835088,-1.915829376,0.801926836,-1.827126029,1.476119976,-1.465965448,-1.534624131,-0.114880079,-1.183096693,2.044121529,2.414637206,2.060349379,2.320694264,0,-0.921451294,1.968677826,-1.96861465,0.756720641,-1.806155242,1.607531143,-1.435223447,-1.541548249,-0.060578253,-1.241005353,2.044741347,2.272802141,1.945105575,1.86977413,0,-0.971187667,2.051361305,-2.048438502,0.386353113,-1.799246588,1.657550821,-1.461670662,-1.523915924,-0.121828648,-1.186369135,2.040478567,2.436824948,2.073671831,2.012900369,0,-0.922975045,1.872699984,-1.933837614,0.723024793,-1.810463421,1.592668417
277,2.04,-1.441970699,-1.491545615,-0.119674053,-1.140867817,1.957195071,2.507779033,2.075550002,1.712678227,0,-0.936083194,1.831212409,-1.82913666,1.020907547,-1.841008889,1.310010624,-1.451252183,-1.490422027,-0.114880079,-1.151983486,2.04263078,2.413101263,2.065838409,1.707114535,0,-0.946766872,1.964724806,-1.918125317,0.977152013,-1.796681193,1.474460423,-1.419346646,-1.541548249,-0.060578253,-1.19792605,2.061965199,2.323289544,1.988237344,1.722711356,0,-0.99202377,2.026352757,-1.971508005,0.607667666,-1.748128182,1.496810922,-1.446591931,-1.523915924,-0.121828648,-1.155552477,2.036475483,2.437326383,2.078050611,0.789164329,0,-0.948738657,1.841968883,-1.864137472,0.944976714,-1.802161321,1.451324969
278,2.12,-1.428669722,-1.447072831,-0.119674053,-1.136220363,1.89979234,2.495046997,2.044614707,1.712678227,0,-0.927327542,1.758141054,-1.785032579,1.195039248,-1.895944293,1.318310944,-1.439889395,-1.490422027,-0.114880079,-1.138108217,2.015314211,2.425231702,2.066607328,2.320694264,0,-0.933519388,1.931676484,-1.896951192,1.168721824,-1.826500038,1.504918896,-1.415045681,-1.541548249,-0.060578253,-1.175068555,2.09561441,2.323148114,2.013808294,1.722711356,0,-0.972843938,2.014927063,-1.969209284,0.738335686,-1.725982798,1.53373272,-1.435208638,-1.47970931,-0.121828648,-1.142949534,2.005790479,2.449007883,2.076971109,2.012900369,0,-0.935989778,1.786125452,-1.835646957,1.124307261,-1.831182745,1.481488326
279,2,-1.456186147,-1.491545615,-0.119674053,-1.171984335,1.949663759,2.713737325,2.136212419,1.712678227,0,-0.935593424,1.721357258,-1.801891654,1.312119585,-2.051690513,1.249963752,-1.469868821,-1.534624131,-0.114880079,-1.172285408,2.094963057,2.643357565,2.168536509,1.707114535,0,-0.938521702,1.998811036,-1.951705881,1.278303576,-1.970684868,1.483599443,-1.44352876,-1.585353524,-0.060578253,-1.207143262,2.18594081,2.493883211,2.10457513,2.016836905,0,-0.974503127,2.072998336,-2.033038505,0.828115912,-1.851084186,1.511824611,-1.464784284,-1.523915924,-0.121828648,-1.177067397,2.08308737,2.666695766,2.177682989,0.789164329,0,-0.941329876,1.835262779,-1.881881809,1.232269915,-1.975209544,1.453943946
280,1.84,-1.462977087,-1.491545615,-0.119674053,-1.181160433,1.961349675,2.745565159,2.142976506,1.712678227,0,-0.948547956,1.773516665,-1.87254228,1.192841575,-2.032001758,1.391889507,-1.47530162,-1.534624131,-0.114880079,-1.176716599,2.114519312,2.661168768,2.180401665,1.707114535,0,-0.9495342,2.032940911,-2.001022708,1.143982011,-1.933652344,1.604179436,-1.448910675,-1.585353524,-0.060578253,-1.200922623,2.23646571,2.490630601,2.122328985,2.016836905,0,-0.981836082,2.183370893,-2.117212768,0.647841741,-1.770649002,1.668549746,-1.470524324,-1.523915924,-0.121828648,-1.18221701,2.102486339,2.688060063,2.190072212,0.789164329,0,-0.952513409,1.87537664,-1.93205728,1.098966863,-1.940714858,1.573670187
281,1.64,-1.533718074,-1.580491182,-0.119674053,-1.295271405,2.037868894,3.146869597,2.279657878,1.410607375,0,-0.985761448,1.953866399,-2.417703831,-0.451772387,-1.681640031,2.728110447,-1.550375692,-1.578826235,-0.114880079,-1.292555875,2.249576389,3.111010471,2.358963993,1.707114535,0,-0.985493141,2.156747261,-2.398512384,-0.564613707,-1.606674141,2.742808761,-1.519947235,-1.629158798,-0.060578253,-1.316900459,2.385639075,2.867488714,2.28941593,2.016836905,0,-1.015212895,2.374410084,-2.559374123,-1.205124196,-1.440665511,2.82075835,-1.544688177,-1.568122537,-0.121828648,-1.297407089,2.232217273,3.132659741,2.364949924,0.789164329,0,-0.988389209,2.00103975,-2.361451482,-0.61137194,-1.610860602,2.748413426
282,1.14,-1.475608535,-1.536018398,-0.119674053,-1.195154992,1.991778435,2.818673727,2.17030543,2.01474908,0,-0.988742461,1.815847024,-2.08753348,0.353987721,-1.730931566,1.961688731,-1.495243873,-1.578826235,-0.114880079,-1.191892236,2.190841665,2.786309802,2.24518218,1.707114535,0,-0.988834726,2.112300336,-2.169316808,0.264532447,-1.644013342,2.087571073,-1.467623251,-1.585353524,-0.060578253,-1.209065644,2.334938544,2.58417271,2.183583818,2.016836905,0,-1.016320732,2.328486152,-2.326233534,-0.320855024,-1.460918663,2.183927613,-1.489160633,-1.568122537,-0.121828648,-1.196202569,2.174247286,2.802465897,2.24809355,0.789164329,0,-0.991423465,1.963035533,-2.116660561,0.215505408,-1.645249909,2.083233834
283,1.76,-1.562816289,-1.580491182,-0.119674053,-1.327368538,2.115235654,3.38166316,2.369977227,2.01474908,0,-0.999338434,1.943779574,-2.31645375,0.5237749,-2.224749509,2.182538352,-1.577654855,-1.623028339,-0.114880079,-1.321900265,2.34051548,3.323079437,2.441944526,1.707114535,0,-0.99840302,2.253996961,-2.353637997,0.447869493,-2.125951239,2.253826463,-1.547679653,-1.629158798,-0.060578253,-1.353923217,2.474157417,3.022328245,2.357855811,2.605088004,0,-1.028326503,2.52158897,-2.537830421,-0.172353909,-1.947843948,2.424290274,-1.572500301,-1.612329151,-0.121828648,-1.327525504,2.323907888,3.346356034,2.447891296,2.012900369,0,-1.001203429,2.13425115,-2.315840176,0.402458388,-2.135180633,2.246998383
284,1.75,-1.518641633,-1.580491182,-0.119674053,-1.248574819,2.083851696,3.103176143,2.290102906,2.01474908,0,-1.012469635,1.851678842,-2.079800587,0.917694235,-2.133035017,1.656714359,-1.535298834,-1.623028339,-0.114880079,-1.238359056,2.307660461,3.03368038,2.358833517,1.707114535,0,-1.009715694,2.219930925,-2.197511437,0.840272318,-2.009847845,1.824530736,-1.503190681,-1.629158798,-0.060578253,-1.25616837,2.442802428,2.764195513,2.276216422,2.752150779,0,-1.039834942,2.40753512,-2.339409313,0.262082048,-1.800875233,1.951828267,-1.52973819,-1.612329151,-0.121828648,-1.244097421,2.28959607,3.056719166,2.363627264,0.789164329,0,-1.012897105,2.081838913,-2.139578277,0.799928455,-2.02030385,1.802207106
285,1.81,-1.530988009,-1.580491182,-0.119674053,-1.258234075,2.127556049,3.127504251,2.301667512,2.01474908,0,-0.992636269,1.896424837,-2.085682289,1.110611867,-2.248290146,1.534775319,-1.547396897,-1.623028339,-0.114880079,-1.250989471,2.348604599,3.069587838,2.373580451,1.707114535,0,-0.989538367,2.286418154,-2.222598643,1.03889892,-2.130535108,1.728984777,-1.507756566,-1.629158798,-0.060578253,-1.262520073,2.456332735,2.770872427,2.279510689,2.899213553,0,-1.013445967,2.400294567,-2.315441435,0.473849539,-1.896398992,1.811757635,-1.541160298,-1.612329151,-0.121828648,-1.256025202,2.328033752,3.086218049,2.374530627,0.789164329,0,-0.992570872,2.153963372,-2.153738481,0.99765063,-2.138844029,1.695624267
286,1.42,-1.571740117,-1.624963965,-0.119674053,-1.31407769,2.207718978,3.312908829,2.375000611,2.316819933,0,-1.011848484,1.982741861,-2.216502939,1.15341928,-2.463335953,1.708294274,-1.586768118,-1.667230444,-0.114880079,-1.307535269,2.442971694,3.260997116,2.456029356,1.093534806,0,-1.009638208,2.381360134,-2.341324884,1.067998378,-2.337893562,1.904124106,-1.547444625,-1.672964073,-0.060578253,-1.329548861,2.544406094,2.949658382,2.364589959,2.899213553,0,-1.03513042,2.469005345,-2.421348187,0.465618796,-2.11136524,1.984229575,-1.580993831,-1.656535764,-0.121828648,-1.312908701,2.423336944,3.280162165,2.457918208,0.789164329,0,-1.012529902,2.274454909,-2.284569125,1.023948142,-2.347441832,1.870159556
287,1.52,-1.5152502,-1.580491182,-0.119674053,-1.217983764,2.150454179,2.941009292,2.253144644,2.316819933,0,-1.000576234,1.876735251,-2.051194398,1.265938297,-2.179991371,1.542501738,-1.532983429,-1.623028339,-0.114880079,-1.209390544,2.374170333,2.887197367,2.329206302,1.707114535,0,-0.998007821,2.321577258,-2.228743343,1.176054765,-2.048553551,1.783274685,-1.494957468,-1.629158798,-0.060578253,-1.220378567,2.486867907,2.649431584,2.257784757,3.046276328,0,-1.023184561,2.359579462,-2.277733022,0.606429296,-1.814179123,1.80753382,-1.526784933,-1.612329151,-0.121828648,-1.214243024,2.355142365,2.905276175,2.330708035,0.789164329,0,-1.000893189,2.185818573,-2.153395281,1.131481843,-2.054345885,1.74049447
288,2.16,-1.530768489,-1.624963965,-0.119674053,-1.204001658,2.280478779,2.663906565,2.20069837,1.410607375,0,-0.973871367,2.21871331,-2.559761415,-0.780120435,-1.28686481,2.821558511,-1.543909487,-1.667230444,-0.114880079,-1.2137389,2.431626542,2.599638413,2.228045249,1.707114535,0,-0.976329744,2.445627939,-2.57411631,-0.892376101,-1.25665546,2.845343778,-1.501581206,-1.672964073,-0.060578253,-1.247103314,2.457303933,2.398562268,2.11305598,2.458025229,0,-1.004973584,2.612545074,-2.645580592,-1.484129141,-1.153211568,2.842216073,-1.537694741,-1.656535764,-0.121828648,-1.216297439,2.418936267,2.604930549,2.227491676,0.789164329,0,-0.978406459,2.340074117,-2.53919827,-0.935187152,-1.254925587,2.838409828
289,1.9,-1.421482844,-1.536018398,-0.119674053,-0.998059489,2.223875829,2.155097431,2.095935381,1.410607375,0,-0.913677525,1.974795178,-2.172021901,-0.403367334,-0.946591373,2.34492213,-1.436773001,-1.578826235,-0.114880079,-1.032274344,2.270422513,1.938453108,1.996289563,1.707114535,0,-0.930688252,2.160341087,-2.234782237,-0.511430294,-0.963234779,2.428239977,-1.401566627,-1.585353524,-0.060578253,-1.112370644,2.176454222,1.720175441,1.759429284,2.458025229,0,-0.980389666,2.268796149,-2.302509167,-0.975309112,-1.003890713,2.404288681,-1.430702754,-1.568122537,-0.121828648,-1.033582064,2.264275449,1.950713393,2.002282718,0.789164329,0,-0.931463865,2.026019251,-2.179502089,-0.54406116,-0.961227394,2.410744012
290,2.15,-1.43978697,-1.536018398,-0.119674053,-1.043332193,2.204145287,2.25584736,2.115566215,1.410607375,0,-0.858080846,2.052155981,-2.067901215,-0.07718907,-1.166109769,1.793572149,-1.446443329,-1.578826235,-0.114880079,-1.079858783,2.202848302,1.988063171,1.980535407,1.707114535,0,-0.882882541,2.132455039,-2.130628933,-0.177107904,-1.187719018,1.946566452,-1.418771805,-1.585353524,-0.060578253,-1.183593711,2.095878801,1.783572087,1.742478069,2.458025229,0,-0.952580678,2.34264744,-2.232510573,-0.60799617,-1.295977367,1.943113185,-1.442680746,-1.568122537,-0.121828648,-1.082576809,2.205523591,2.014560864,1.995826507,0.789164329,0,-0.884029572,2.045507125,-2.090237539,-0.212064176,-1.188521502,1.927633099
291,2.01,-1.282576284,-1.447072831,-0.119674053,-0.727767212,2.1840979,2.583861003,2.312711514,1.410607375,0,-0.788200464,1.826747904,-1.874529781,-0.19178162,-0.502889659,2.183556461,-1.293977363,-1.490422027,-0.114880079,-0.782477379,2.11367028,2.078034084,2.090249537,1.093534806,0,-0.821892377,1.910930824,-1.917383582,-0.268048498,-0.552929739,2.17284927,-1.270594604,-1.4539377,-0.060578253,-0.914905881,1.92494671,1.495333515,1.646652536,1.428585806,0,-0.91110866,1.988978407,-1.987377586,-0.681199366,-0.684151122,2.252597356,-1.289720922,-1.47970931,-0.121828648,-0.782582189,2.121668496,2.120838713,2.110684763,0.789164329,0,-0.82266165,1.849322163,-1.876246273,-0.293627277,-0.549813263,2.163342576
292,2.08,-1.18493858,-1.402600047,-0.119674053,-0.522598059,2.194083509,2.721799278,2.390704911,1.410607375,0,-0.61380861,1.751904314,-1.585662364,-0.002640428,-0.240765687,1.507550003,-1.195659096,-1.446219922,-0.114880079,-0.587506906,2.07300588,2.120493097,2.11762994,1.707114535,0,-0.660576955,1.819178403,-1.670156991,-0.07722551,-0.295083219,1.574954284,-1.174095758,-1.410132426,-0.060578253,-0.744712815,1.823640066,1.393797672,1.568636779,1.722711356,0,-0.771602552,1.890164491,-1.7301654,-0.475284838,-0.44193201,1.62309007,-1.191657635,-1.435502696,-0.121828648,-0.587154648,2.08393241,2.167642993,2.140187882,0.789164329,0,-0.660353895,1.740611141,-1.615129256,-0.104853608,-0.290283302,1.554283031
293,2.39,-1.180565597,-1.358127264,-0.119674053,-0.605354246,1.990361034,2.047647721,2.018196921,1.410607375,0,-0.564738176,1.784242894,-1.570966931,0.195539747,-0.416060978,1.453435149,-1.188112786,-1.402017818,-0.114880079,-0.666423274,1.869896126,1.566590364,1.768333409,1.707114535,0,-0.613958309,1.788524927,-1.633148102,0.134423593,-0.469759533,1.509831669,-1.171259407,-1.366327152,-0.060578253,-0.825712547,1.637786861,1.013665904,1.294059703,1.722711356,0,-0.733809672,1.892108778,-1.696885427,-0.202319718,-0.648766962,1.537643385,-1.18512204,-1.391296083,-0.121828648,-0.667636525,1.880200387,1.605473823,1.789310964,0.789164329,0,-0.614122175,1.753698252,-1.595584333,0.108383654,-0.467909433,1.490879136
294,2.06,-1.182087193,-1.31365448,-0.119674053,-0.745304919,1.686105713,1.085663126,1.442157062,1.410607375,0,-0.65410785,1.737744786,-1.480550996,0.715746621,-0.804358697,1.105706072,-1.190923712,-1.31361361,-0.114880079,-0.789250527,1.620037628,0.834549269,1.270188133,1.707114535,0,-0.695005441,1.758013301,-1.568431613,0.673704475,-0.833090118,1.203292773,-1.178967542,-1.366327152,-0.060578253,-0.923786049,1.46337416,0.664295436,1.002491552,1.722711356,0,-0.806321633,1.828091072,-1.618476464,0.435486579,-1.011823146,1.230188904,-1.188249883,-1.302882855,-0.121828648,-0.7927313,1.624321103,0.860661341,1.287235353,0.789164329,0,-0.696535878,1.706052673,-1.52312858,0.652107117,-0.837360231,1.177842439
